"ProjectID","Project Title","PAAS Code","Approval Status","Fund","PAG Value","Start Date","End Date","Country(ies)","Lead Org Unit","Theme(s)","Donor(s)","Total Expenditure","Total Contribution","Total Contribution - Total Expenditure","Total PSC"
"2215","Urban Development","P-13-03-26-95","Pending Approval","FPP","100,000","1-Apr-13","31-Aug-13","","","","","0","0","0","0"
"2217","Support to LDC to attend the 24th Session of the Governing Council of UN-Habitat","A124","Approved","FNE","100,000","26-Mar-13","31-May-13","","Executive Office","External Relations","","49,447","0","-49,447","0"
"2219","Support to LDC Countries to attend the 24th Session of the Governing Council of UN-Habitat (1996 - Governing Council Secretariat)","A124_A","Approved","FNE","25,000","26-Mar-13","31-May-13","","Executive Office","External Relations","","5,940","0","-5,940","0"
"2220","Support to LDC Countries to attend the 24th Session of the Governing Council of UN-Habitat ( 4632 - Regional Office for Africa)","A124_B","Approved","FNE","27,000","26-Mar-13","31-May-13","","Executive Office","External Relations","","16,900","0","-16,900","0"
"2221","Support to LDC Countries to attend the 24th Session of the Governing Council of UN-Habitat (Regional Office for Asia & the Pacific)","A124_C","Approved","FNE","4,000","26-Mar-13","31-May-13","","Executive Office","External Relations","","3,927","0","-3,927","0"
"2222","Support to LDC Countries to attend the 24th Session of the Governing Council of UN-Habitat ( 4642 - Regional Office for Latin America & the Caribbean)","A124_D","Approved","FNE","4,000","26-Mar-13","31-May-13","Regional - Latin America and Caribbean","Executive Office","External Relations","","3,965","0","-3,965","0"
"2223","Support to LDC Countries to attend the 24th Session of the Governing Council of UN-Habitat ( 4652 - Urban Economy)","A124_E","Approved","FNE","20,000","26-Mar-13","31-May-13","","Executive Office","External Relations","","17,626","0","-17,626","0"
"2224","Support to LDC Countries to attend the 24th Session of the Governing Council of UN-Habitat ( 4608 - Office of the Executive Director)","A124_F","Approved","FNE","20,000","26-Mar-13","31-May-13","GLOBAL","Executive Office","External Relations","","1,089","0","-1,089","0"
"2226","Housing and Livelihood Support for Returnees in South Sudan","C351","Approved","QXB","3,200,000","1-Apr-13","31-Oct-16","South Sudan","Regional Office for Africa","Housing and Slum Upgrading, Risk Reduction and Rehabilitation","PM of Japan to the United Nations, , PM OF JAPAN TO THE UNITED NATIONS","3,198,506","3,197,998","-508","209,421"
"2227","Cost Centre - Management","V011","Approved","HFU","92,342","1-Jan-12","31-Dec-13","","Management and Operations","Management","","249,036","0","-249,036","0"
"2228","Cost Centre - Urban Basic Services","V017","Approved","HFU","65,384","1-Jan-12","31-Dec-13","","Urban Basic Services","Urban Basic Services","","207,396","0","-207,396","0"
"2229","Cost Centre - Urban Planning & Design","V015","Approved","HFU","96,414","1-Jan-12","31-Dec-18","GLOBAL","Urban Planning and Design","Urban Planning and Design","","120,529","24,309,890","24,189,361","0"
"2230","Cost Centre - Advocacy, Communications & Outreach","V005","Approved","HFU","194,012","1-Jan-12","31-Dec-18","GLOBAL","External Relations","Advocacy","","374,318","24,309,890","23,935,573","0"
"2231","Cost Centre - Project Office","V012","Approved","HFU","57,141","1-Jan-12","31-Dec-18","GLOBAL","Programme Division","Management","","122,582","24,309,890","24,187,309","0"
"2232","Cost Centre - Housing & Slum Upgrading","V018","Approved","HFU","52,406","1-Jan-12","31-Dec-18","GLOBAL","Housing and Slum Upgrading","Housing and Slum Upgrading","","102,817","24,309,890","24,207,073","0"
"2233","Cost Centre - Urban Land, Legislation & Governance","V014","Approved","HFU","44,720","1-Jan-12","31-Dec-18","GLOBAL","Urban Legislation, Land and Governance","Urban Land, Legislation & Governance","","67,463","24,309,890","24,242,428","0"
"2234","Cost Centre - Research & Capacity Building","V020","Approved","HFU","58,789","1-Jan-12","31-Dec-18","GLOBAL","Research and Capacity Development","Research and Capacity Development","","138,972","24,309,890","24,170,919","0"
"2235","Cost Centre - Urban Economy Branch","V016","Approved","HFU","71,337","1-Jan-12","31-Dec-18","GLOBAL","Urban Economy","Urban Economy","","78,578","24,309,890","24,231,313","0"
"2236","Cost Centre - Risk Reduction & Rehabilitation","V019","Approved","HFU","74,972","1-Jan-12","31-Dec-18","GLOBAL","Risk Reduction and Rehabilitation","Risk Reduction and Rehabilitation","","113,260","24,309,890","24,196,631","0"
"2237","Cost Centre - Office of the Executive Director","V001","Approved","HFU","294,296","1-Jan-12","31-Dec-18","GLOBAL","Executive Office","Management","","627,465","24,309,890","23,682,426","0"
"2238","Cost Centre - Cross Cutting Issues","V006","Approved","HFU","6,700","1-Jan-12","31-Dec-18","GLOBAL","Programme Division","Cross Cutting","","5,940","24,309,890","24,303,950","0"
"2240","2287-ROA-193-6B: 6th Tranche AU, Building Statistical Capacity to monitor the Millenium Development Goal Slum target in the context o f Natural Disasters and Housing Crises in Africa, Asia and Latin America and the Caribean","2287","Approved","ROA","440,000","1-Jan-12","30-Jun-14","GLOBAL","Research and Capacity Development","Research and Capacity Development","","432,652","0","-432,652","0"
"2241","Durable Shelter Solutions for IDPs and Returnees in Baghdad","P-13-04-02-24","Pending Approval","QXB","1,500,000","30-Apr-13","31-Mar-14","","","","","0","0","0","0"
"2242","2942-ROA-2518A: Project AU, Capacity development to increase Asian and Pacific Cities' Resilience to Climate Change","9168","Approved","ROA","382,000","1-Jan-13","31-Dec-13","","Research and Capacity Development","Research and Capacity Development","","218,087","0","-218,087","0"
"2243","2916-ROA-225-8: (8th tranche) Project U, Strengthening capacity of policy makers in South East Asia for Promoting Policies and Developing Plans for Waste Water treatment and reuse in Urban and Peri-urban Areas","9169","Approved","ROA","348,000","1-Jan-13","31-Dec-13","Regional - Asia","Urban Basic Services","Urban Basic Services","","171,303","0","-171,303","0"
"2244","Cost Center - Partners","V021","Approved","HFU","1,000","1-Jan-12","31-Dec-18","GLOBAL","Executive Office","Management","","-423","24,309,890","24,310,313","0"
"2245","Cost Centre - General Operating Expense/ Centrally Managed Expenditure","V022","Approved","TOH","19,426","1-Jan-12","31-Dec-18","GLOBAL","Centrally Managed (V Projects)","Management","","7,961,676","24,309,890","16,348,214","0"
"2247","Kabul Solidarity Programme","D356","Approved","QXB","5,164,992","1-Sep-12","30-Dec-13","Afghanistan","Regional Office for Asia and the Pacific","Risk Reduction and Rehabilitation","KSPKBLSC01.12-JICA, KSPKBLSC01.12-JICA","5,160,652","5,160,650","-2","337,613"
"2249","XBRWAB2001: Achieving Sustainable Urban Development in Rwanda: NATIONAL URBANISA","C337","Approved","QXB","1,186,500","1-Oct-12","30-Apr-17","Rwanda","Regional Office for Africa","Urban Economy, Urban Land, Legislation & Governance, Urban Planning and Design","PM of Rwanda to the United Nations, , PM OF SPAIN TO THE UNITED NATIONS, PM OF THE REPUBLIC OF RWANDA TO THE UN, PM OF SPAIN TO THE UNITED NATIONS","1,181,996","0","-1,181,996","134,831"
"2250","Safer Cities free of violence against Women and Girls - Greater Cairo Region, Egypt","C314","Approved","QXB","90,000","1-Jun-12","31-May-16","Egypt","Programme Division","Cross Cutting, Housing and Slum Upgrading, Urban Land, Legislation & Governance","UNDP Res Rep Jordan , UNDP-JORDAN","65,982","90,000","24,018","0"
"2251","Disaster Risk Reduction for Safer and Resilient Burmese Coastal Communities (DRR-SBCC)","D371","Approved","QXB","636,650","1-Oct-12","30-Apr-15","Myanmar","Regional Office for Asia and the Pacific","Urban Land, Legislation & Governance","USAID, , USAID - WASHINGTON US AGENCY FOR INTERNATIONAL DEVELOPMENT","557,049","592,132","35,083","64,088"
"2256","Enhancing collaboration with WHO and support to fund-raising activities of UNHABITAT","I005","Approved","QXB","102,775","1-Aug-12","1-Aug-13","Switzerland","Urban Basic Services","Urban Basic Services","","-506","0","506","0"
"2257","Public Spaces and the Right to the City - Greater Cairo Region, Egypt","C347","Approved","QXB","105,000","1-Feb-13","31-Mar-16","Egypt","Regional Office for Arab States","Cross Cutting","The Ford Foundation , FORD FOUNDATION - NEW YORK","99,970","100,022","52","9,088"
"2258","Because I Am a Girl: Urban Programme - Greater Cairo Region, Egypt","C346","Approved","QXB","23,750","1-Jul-12","31-May-16","Egypt","Regional Office for Arab States","Cross Cutting, Housing and Slum Upgrading, Knowledge Management, Urban Economy, Urban Planning and Design","Plan International , PLAN INTERNATIONAL - KENYA","21,376","23,710","2,334","1,943"
"2283","Supporting Implementation of NPUDEC in Cape Verde","P-13-04-17-98","Pending Approval","IDF","50,000","23-May-13","22-May-14","Cape Verde","","","","0","0","0","0"
"2290","new idfnew idfnew idf","P-13-04-17-49","Pending Approval","-","","17-Apr-13","27-Apr-13","","","Management","","0","0","0","0"
"2293","Social Cohesion and Peace Building Programme - Peshawar Torkham Expressway Pakistan","D367","Approved","QXB","1,027,738","1-Dec-12","31-Oct-16","Pakistan","Regional Office for Asia and the Pacific","Housing and Slum Upgrading","UNDP Res Rep Pakistan, UNDP-PAKISTAN","1,026,630","1,018,000","-8,630","67,163"
"2294","Strengthening Partnerships for a New African Urban Agenda","I017","Approved","IDF","3,000,000","1-Jan-13","31-Dec-17","Nigeria","External Relations","Advocacy, Research and Capacity Development","PM of Nigeria to the United Nations, PM OF NIGERIA TO THE UNITED NATIONS","395,420","1,876,885","1,481,465","27,307"
"2295","Project for Rehabilitation of Community Infrastructure and Facilities in the Conflict Affected Areas in Northern Provinces in Sri Lanka","D377","Approved","QXB","4,003,598","1-Apr-13","30-Jun-15","Sri Lanka","Regional Office for Asia and the Pacific","Risk Reduction and Rehabilitation, Urban Basic Services, Urban Economy","PM of Japan to the United Nations, , PM OF JAPAN TO THE UNITED NATIONS","3,627,522","3,629,712","2,190","237,713"
"2297","Community-Based Municipal Support Programme (CBMSP)","D376","Approved","QXB","23,009,409","1-Apr-13","31-Mar-15","Afghanistan","Regional Office for Asia and the Pacific","Housing and Slum Upgrading, Urban Land, Legislation & Governance","PM of Japan to the United Nations, , PM OF JAPAN TO THE UNITED NATIONS","23,009,856","23,138,114","128,258","1,503,867"
"2308","UN-Habitat Technical Support to the Ethiopian Resilient and Green Cities Development and Governance package","P-13-05-13-83","Pending Approval","IDF","100,000","1-Apr-13","31-Aug-13","Ethiopia","Regional Office for Africa","Research and Capacity Development , Urban Basic Services, Urban Economy, Urban Planning and Design","","0","0","0","0"
"2311","Desarrollo Urbano Sostenible para Niños Niñas y Adolescentes","F122","Approved","QXB","147,967","1-Jun-13","31-Aug-16","Colombia","Regional Office for Latin America and Caribbean","Urban Planning and Design","ICBF, GROUP OF SPONSORS, WORLD BANK-HQ","141,620","147,967","6,348","9,253"
"2312","Achieving Sustainable Urban Development Priorities (ASUD) - Egypt","C364","Approved","FSP","1,130,000","1-Oct-13","31-Dec-17","Egypt","Regional Office for Arab States","Urban Basic Services, Urban Economy, Urban Land, Legislation & Governance, Urban Planning and Design","PM of Spain to the United Nations, PM OF SPAIN TO THE UNITED NATIONS","1,117,116","1,092","-1,116,024","123,233"
"2313","City Resilience Profiling Programme","J095","Approved","FOD","1,539,060","1-Jun-12","31-Dec-21","GLOBAL","Risk Reduction and Rehabilitation","Risk Reduction and Rehabilitation","Barcelona City Council, Ministry of Foreign Affairs of Norway , United Nations Office for Project Services (UNOPS) , , BARCELONA CITY COUNCIL AJUNTAMENT DE BARCELONA, MINISTRY OF FOREIGN AFFAIRS - NORWAY, UNOPS-HQ UN OFFICE FOR PROJECT SERVICES","1,213,211","1,243,068","29,857","128,263"
"2316","Project development and resource mobilization for the formulation of the Saudi Arabia Future Cities Programme","I018","Approved","IDF","100,000","22-May-13","31-May-16","Saudi Arabia","Programme Division","Research and Capacity Development , Urban Planning and Design","GROUP OF SPONSORS","-998","0","998","0"
"2317","Liberian Urban Development Programme - Core Support for Programme Formulation","I016","Approved","QXB","100,000","20-Jan-13","20-May-13","Liberia","Regional Office for Africa","Urban Planning and Design","GROUP OF SPONSORS","32,363","0","-32,363","0"
"2318","Xi'an Chanba Ecology Zone Sustainable Development Project","D381","Approved","QXB","56,134","1-May-13","30-Nov-14","China","Regional Office for Asia and the Pacific","Urban Planning and Design","China Environmental Protection Foundation (CEPF), CHINA ENVIRONMENTAL PROTECTION FOUNDATION - CEPF","55,844","56,135","291","5,077"
"2321","Integrated Territorial Development","P-13-05-23-39","Pending Approval","IDF","85,000","1-Jun-13","31-Dec-13","Bosnia and Herzegowina","Programme Division","","","0","0","0","0"
"2322","Shelter Recovery Coordination Support in Samoa","D380","Approved","QXB","218,815","21-Feb-13","20-Aug-13","Samoa","Regional Office for Asia and the Pacific","Housing and Slum Upgrading, Risk Reduction and Rehabilitation, Urban Planning and Design","European Commission (EC), EUROPEAN COMMISSION FLAGGED FOR ARCHIVING","123,274","192,320","69,046","6,444"
"2323","Durable Shelter Solutions for IDPs/ Returnees Phase 2","C381","Pending Approval","QXB","1,500,000","1-Apr-13","31-Mar-14","Iraq","Regional Office for Arab States","Research and Capacity Development , Risk Reduction and Rehabilitation, Urban Land, Legislation & Governance","","0","0","0","0"
"2325","SHELTER PROVISION, REINTEGRATION AND IMPROVED LIVELIHOODS FOR RETURNEES AND IDPS IN 3 TOWNS IN SOMALILAND","C350","Approved","QXB","3,200,000","3-Jun-13","30-Jun-17","Somalia","Regional Office for Africa","Housing and Slum Upgrading, Urban Economy, Urban Planning and Design","PM of Japan to the United Nations, , PM OF JAPAN TO THE UNITED NATIONS","3,587,383","3,200,585","-386,797","207,052"
"2326","Mainstreaming Knowledge Management in the Achieving Sustainable Urban Development (ASUD) Programme","A128","Approved","FSP","149,600","1-Jun-13","31-May-16","Colombia, Egypt, Mozambique, Philippines, Rwanda","Programme Division","Knowledge Management","PM of Spain to the United Nations, , PM OF SPAIN TO THE UNITED NATIONS","24,215","0","-24,215","2,786"
"2327","Papua New Guinea (PNG) Settlement Upgrading Programme","D378","Approved","FCL","350,000","31-May-13","30-Jun-15","Papua New Guinea","Regional Office for Asia and the Pacific","Housing and Slum Upgrading, Urban Basic Services, Urban Planning and Design","IBRD/World Bank, , WORLD BANK-HQ","319,832","319,797","-35","0"
"2329","METROPOLITAN GOVERNANCE IN THE STATE OF SÃO PAULO – FACILITATING THE FORMULATION AND IMPLEMENTATION OF SÃO PAULO MACRO METROPOLIS ACTION PLAN AND ITS PORTFOLIO PROJECTS","F125","Approved","QXB","197,571","4-Oct-13","1-Dec-17","Brazil","Regional Office for Latin America and Caribbean","Urban Land, Legislation & Governance, Urban Planning and Design","PM of Brazil to the United Nations , , PM OF BRAZIL TO THE UNITED NATIONS","177,690","158,335","-19,355","8,282"
"2330","National Solidarity Programme (Repeater Block Grants - 2nd Round)","D379","Approved","QXB","8,101,394","1-Mar-12","28-Feb-13","Afghanistan","Regional Office for Asia and the Pacific","Risk Reduction and Rehabilitation","MRRD Afghanistan, , MINISTRY OF RURAL REHABILITATION AND DEVELOPMENT - AFGHANISTAN","8,004,937","8,101,792","96,855","523,687"
"2331","Development of Knowledge Management Systems","A125","Approved","FSE","45,873","1-Jan-13","30-Sep-16","GLOBAL","Management and Operations","Knowledge Management","PM of Sweden to the United Nations, Swedish International Development Cooperation Agency (SIDA) , PM OF SWEDEN TO THE UNITED NATIONS","61,287","61,562","275","4,009"
"2334","The Africa Urban Agenda","A126","Approved","FOD","3,500,000","1-Jun-13","31-Dec-16","Regional - Africa","External Relations","Advocacy, Research and Capacity Development","PM of Nigeria to the United Nations","1,158,303","1,111,621","-46,682","86,269"
"2336","Cross-cutting Issues: Mainstreaming and Strengthening Youth and Democracy at the Local level to create Safer Cities","T069","Approved","FNE","148,000","20-Nov-12","19-Nov-14","Kenya","Urban Legislation, Land and Governance","Urban Land, Legislation & Governance","PM of Sweden to the United Nations, Swedish International Development Cooperation Agency (SIDA)","99,606","38,477","-61,129","0"
"2337","The Programme for Development and Rehabilitation of Community in Ethnic Minority Area in the Republic of the Union of Myanmar","D382","Approved","QXB","6,853,528","23-May-13","31-Aug-14","Myanmar","","Risk Reduction and Rehabilitation","PM of Japan to the United Nations, , PM OF JAPAN TO THE UNITED NATIONS","6,771,344","6,853,528","82,184","440,328"
"2338","Continuation of Shelter infrastructure development and Integration of Long Term IDPs into the Host Community in Bosaaso","C349","Approved","QXB","2,000,000","30-Apr-13","31-Oct-16","Somalia","","Risk Reduction and Rehabilitation","PM of Japan to the United Nations, , PM OF JAPAN TO THE UNITED NATIONS","2,162,328","2,000,758","-161,570","130,285"
"2339","Strengthening the Capacities of ICGLR Member States in the Great Lakes Region to Address the Land and Property Issues of IDPs and Refugees","9170","Approved","ROA","452,000","1-Jul-13","31-Dec-15","Regional - Africa","","Risk Reduction and Rehabilitation","European Union","180,884","0","-180,884","0"
"2340","Lifesaving WASH Services to IDPs in Tirah Valley, Pakistan","D383","Approved","QXB","100,000","1-Jun-13","31-May-16","Pakistan","","Risk Reduction and Rehabilitation","United Nations General Trust Fund, UNITED NATIONS GENERAL TRUST FUND INTERNAL UMOJA USE","99,522","100,000","478","6,487"
"2342","Technical Assistance for African Water Operators through Water Operators Partnerships","W081","Approved","FOD","1,000,000","1-Nov-13","31-Oct-16","Ethiopia, Ghana, Guinea, Kenya, Malawi, Namibia, Togo, Tanzania, Zambia","","Urban Basic Services","OPEC fund for International Development , , OPEC FUND FOR INTERNATIONAL DEVELOPMENT","948,065","1,000,000","51,935","120,920"
"2344","UNHABITAT Technical Support to the Ethiopian Resilient and Green Cities Development and Governance package","P-13-06-24-52","Pending Approval","QXB","100,000","1-Jun-13","30-Aug-14","Ethiopia","Regional Office for Africa","","","0","0","0","0"
"2345","Green Homes - Promoting Sustainable Housing in Nepal","D374","Approved","QXB","1,121,034","1-Jan-13","31-Mar-16","Nepal","","Urban Basic Services, Urban Economy, Urban Planning and Design","European Union , , EUROPEAN UNION - DELEGATION TO KENYA","836,740","846,775","10,035","56,912"
"2346","State of Colombian Cities Report","F119","Approved","QXB","972,705","1-Jul-13","18-Nov-17","Colombia","","Research and Capacity Development","Alcaldia Mayor de Bogota D.C, APC-Colombia, Corporacion Andina de Fomento (CAF) , Findeter, Other Third Party Payor/Payee , PM of Colombia to the United Nations, S.D.D.E, , CAMARA DE COMERCIO DE BOGOTA CHAMBER OF COMMERCE BOGOTA, EL INSTITUTO DISTRITAL PARA PROTECCION IDIPRON COLOMBIA, GROUP OF SPONSORS, SECRETARIA DE EDUCACION DISTRITAL BOGOTA","834,391","718,711","-115,680","48,808"
"2348","A Partnership for Urban Planning in Africa - UN-Habitat & Booyoung","J096","Approved","FOD","2,600,000","1-Jun-13","31-Oct-22","Regional - Africa","","Urban Planning and Design","Booyoung, , BOOYOUNG, PM OF THE REP. OF KOREA TO THE UN","1,435,501","2,278,603","843,103","163,190"
"2349","Support the Establishment of a Technical Centre for Disaster Risk Reduction and Climate Change Adaptation for Southern Africa (DIMSUR)","C353","Approved","QXB","810,000","1-Jul-13","31-May-18","Comoros, Madagascar, Mozambique, Malawi","","Risk Reduction and Rehabilitation, Urban Planning and Design","IBRD/World Bank, , WORLD BANK-HQ, WORLD BANK-HQ","792,826","810,000","17,174","65,502"
"2350","Sharing Opportunities for Low carbon Urban transportation (SOLUTIONS)","W071","Approved","FOD","130,171","15-Jul-13","25-Sep-17","GLOBAL","","Advocacy, Urban Basic Services, Urban Planning and Design","Wuppertal Institut Fur Klima/ Umwelt/ Energie GMBH, WUPPERTAL INSTITUT FUR KLIMA/ UMWELT ENERGIE GMBH","156,034","144,424","-11,611","10,178"
"2351","Urban Planning and Management Land in the Metropolitan Area of Aburra Valley","F124","Approved","QXB","437,638","2-Sep-13","31-Oct-16","Colombia","","Urban Land, Legislation & Governance, Urban Planning and Design","PM of Colombia to the United Nations, UNDP Res Rep Colombia, , GROUP OF SPONSORS, MUNICIPIO DE MANIZALES","557,101","551,747","-5,354","36,446"
"2352","Wastewater Management and Water Quality Sub-Consultation of the Post-2015 Water Thematic Consultation","W067","Approved","FWS","58,957","1-Feb-13","31-May-16","GLOBAL","","Urban Economy","United Nations Development Programme (UNDP) , UNDP-SUDAN","58,474","58,957","483","3,825"
"2354","Catalytic Support on Land Issues","D375","Approved","QXB","481,500","1-Mar-13","15-Dec-15","Nepal","","Urban Land, Legislation & Governance","UNDP Multi Donor Trust Fund Office, , UNDP MPTF (Multi-Partner Trust Fund)","446,747","481,500","34,753","29,844"
"2356","Planning Support to Palestinian Communities in Area C, West Bank, occupied Palestinian territory","P015","Approved","FPP","647,602","1-Dec-12","30-Sep-16","Palestine","","Urban Planning and Design","PM of France to the United Nations, , PM OF FRANCE TO THE UNITED NATIONS","632,904","699,369","66,465","16,132"
"2362","REGIONAL MULTI-SECTORAL DRR ASSISTANCE PROGRAMME FOR SOUTHERN AFRICA (UN-Habitat Basc Infrastructure , Shelter and Urban Risk Assistance)","C360","Pending Approval","QXB","99,600","15-Jul-13","31-Aug-16","Madagascar, Mozambique, Malawi","","Risk Reduction and Rehabilitation, Urban Planning and Design","FAO - Liaison Office - NY , FAO-NY LIAISON OFFICE","80,546","99,600","19,054","5,269"
"2363","Achieving Sustainable Urban Development Prioirities ( Information Services Section - 2004)","P-13-07-23-21","Pending Approval","FSP","447,368","1-Jan-13","1-Mar-13","","","","","0","0","0","0"
"2364","CITIES PROSPERTY INITIATAIVE","P-13-07-23-16","Pending Approval","FOD","1,200,000","1-Apr-13","31-Dec-15","","Research and Capacity Development","","","0","0","0","0"
"2365","Cities Prosperity Initiative (2013-2015) - Metropilitan Zone of Guadalajara","H153","Pending Approval","FOD","1,200,000","25-Apr-13","31-Dec-16","Mexico","","Research and Capacity Development","GUADALAJARA, , GOBIERNO DEL ESTADO DE JALISCO MEXICO","1,142,384","1,200,000","57,616","135,661"
"2366","CITIES PROSPERTY INITIATAIVE","P-13-07-23-92","Pending Approval","FOD","1,500,000","1-Apr-13","31-Dec-13","","Research and Capacity Development","","","0","0","0","0"
"2367","Cities Prosperity Initiative (2013-2015) - Municipality of Zapopan","H154","Pending Approval","FOD","800,000","1-Apr-13","31-Dec-17","Mexico","","Research and Capacity Development",", ZAPOPAN MUNICIPALITY - GUADALAJARA","274,065","274,835","770","31,612"
"2369","Joint Programme on Local Governance and Decentralised Service Delivery, UN-JPLG (Phase II)-DFID","C354","Pending Approval","QXB","3,930,047","1-Jan-13","31-Dec-19","Somalia","","Urban Basic Services, Urban Economy, Urban Planning and Design","UNDP (SO), UNDP Multi Donor Trust Fund Office, , UNDP MPTF (Multi-Partner Trust Fund)","3,890,346","2,702,841","-1,187,506","228,787"
"2370","CAPACITY BUILDING IN THE CITY OF SANTA MARTA FOR SUSTAINABLE URBAN DEVELOPMENT","F115","Pending Approval","QXB","1,051,327","4-Feb-13","30-Jun-17","Colombia","","Urban Planning and Design","Ecopetrol S.A, PM of Spain to the United Nations, UNDP Res Rep Colombia, , ECOPETROL SA, PM OF SPAIN TO THE UNITED NATIONS","1,032,537","713,620","-318,916","35,006"
"2371","Seventh session of the World Urban Forum, 5 - 11 April 2014","P-13-07-29-38","Pending Approval","ROA","50,000","1-Jan-13","31-Dec-14","","","","","0","0","0","0"
"2372","Joint Programme on Local Governance and Decentralised Service Delivery, UN-JPLG (Phase II) _SIDA","C355","Pending Approval","QXB","3,994,698","1-Jan-13","31-Dec-18","Somalia","Regional Office for Africa","Urban Basic Services, Urban Economy, Urban Planning and Design","UNDP (SO), UNDP Multi Donor Trust Fund Office, , UNDP MPTF (Multi-Partner Trust Fund)","4,732,760","2,683,734","-2,049,025","283,823"
"2373","Joint Programme on Local Governance and Decentralised Service Delivery, UN-JPLG (Phase II) _EC","C361","Pending Approval","QXB","1,620,468","1-Jan-13","31-Dec-16","Somalia","Regional Office for Africa","Urban Basic Services, Urban Economy, Urban Planning and Design","UNDP (SO), UNDP Multi Donor Trust Fund Office, , UNDP MPTF (Multi-Partner Trust Fund)","1,598,426","798,656","-799,770","104,581"
"2374","Joint Programme on Local Governance and Decentralised Service Delivery, UN-JPLG (Phase II)-DANIDA","C362","Pending Approval","QXB","956,940","1-Jan-13","31-Dec-17","Somalia","Regional Office for Africa","Urban Basic Services, Urban Economy, Urban Planning and Design","UNDP (SO), , GROUP OF SPONSORS, UNDP MPTF (Multi-Partner Trust Fund), UNDP-SOMALIA","947,133","720,752","-226,381","48,831"
"2375","Low Cost Community Based Sludge Management services in Mogadishu IDP Camps","C336","Pending Approval","FWS","140,662","30-May-13","31-Dec-13","Somalia","Regional Office for Africa","Housing and Slum Upgrading, Urban Basic Services","United Nations Children's Fund Somalia Country Office - UNICEF (SoCo), UNICEF-SOMALIA","140,662","140,662","0","9,202"
"2377","PILaR GLOBAL PILOT: Piloting an Inclusive and Participatory Land Readjustment in Colombia for Sustainable Urban Development at Scale","F116","Pending Approval","FSP","565,000","1-Dec-12","10-Nov-17","Colombia","Urban Legislation, Land and Governance","Urban Land, Legislation & Governance, Urban Planning and Design","PM of Spain to the United Nations, , ALCALDIA SANTA MARTA ALCALDIA SANTA MARTA COLOMBIA, PM OF SPAIN TO THE UNITED NATIONS","672,274","98,469","-573,805","81,359"
"2379","PILaR GLOBAL PILOT: Piloting an Inclusive and Participatory Land Readjustment in Colombia for Sustainable Urban Development at Scale","F120","Pending Approval","QXB","1,000,000","1-Dec-12","30-Apr-17","Colombia","Urban Legislation, Land and Governance","Urban Land, Legislation & Governance, Urban Planning and Design","ISVIMED, , GROUP OF SPONSORS, INSTITUTO SOCIAL DE VIVIENDA Y HABITAT DE MEDELLIN - ISVIMED, UNDP-COLOMBIA","991,430","1,004,269","12,838","63,740"
"2382","Boosting Effectiveness in Water Operators' Partnerships (BEWOP)","W083","Pending Approval","FOD","1,276,222","1-Aug-13","15-Jul-19","GLOBAL","Executive Office","Urban Basic Services","UNESCO-IHE Institute for Water Education , , UNESCO-INSTITUTE FOR WATER EDUCATION IHE","854,315","467,558","-386,757","80,698"
"2384","Coordination of Small Island Developing States Responses to Cities and other Human Settlements coping with Climate Change and Sustainable Land Use","F121","Pending Approval","QXB","371,280","30-Aug-13","31-Mar-16","St Lucia","Regional Office for Latin America and Caribbean","Urban Land, Legislation & Governance, Urban Planning and Design","AusAID, PM of Bahrain to the United Nations, , AUSTRALIAN AGENCY FOR INTL DEVELOPMENT (AUSAID)","42,097","391,280","349,183","3,050"
"2386","Seventh session of the World Urban Forum (WUF7)","P-13-08-13-42","Pending Approval","FOD","4,000,000","1-Jun-12","30-Apr-15","","","","","0","0","0","0"
"2387","Appui au retour et a la reintegration durables des rapatries et retournes par la prevention et resolution des conflits fonciers","P-13-08-13-46","Pending Approval","QXB","580,000","1-Aug-13","31-Dec-14","","","","","0","0","0","0"
"2388","Appui au retour et a la reintegration durables des rapatries et retournes par la prevention et resolution des conflits fonciers","C356","Pending Approval","QXB","580,000","1-Aug-13","15-Sep-16","Democratic Republic of Congo","Regional Office for Africa","Housing and Slum Upgrading, Risk Reduction and Rehabilitation, Urban Land, Legislation & Governance","UNDP Multi Donor Trust Fund Office, , UNDP MPTF (Multi-Partner Trust Fund)","579,264","580,000","736","37,896"
"2389","Urban Youth Empowerment and Ecological Safety Project","H155","Pending Approval","FOD","2,000,000","14-Aug-13","30-Jun-18","China, Cambodia, Nigeria, Thailand, Tanzania","Urban Economy","Research and Capacity Development , Risk Reduction and Rehabilitation, Urban Economy","International Ecological Safety Cooperative Organisation (IESCO), , International Eco-Safety Cooperative Organization - IESCO Beijing","1,280,233","999,850","-280,383","94,832"
"2390","Mainstream","P-13-08-14-95","Pending Approval","QXB","425,000","1-Apr-13","30-Mar-15","","","Urban Basic Services, Urban Land, Legislation & Governance","","0","0","0","0"
"2392","Socio-Economic and Urban Renewal Programme for Ondo State of Nigeria","H156","Pending Approval","FOD","2,000,000","1-Jul-13","31-Dec-16","Nigeria","Urban Economy","Research and Capacity Development , Urban Economy, Urban Land, Legislation & Governance","Ondo State Government, , ONDO STATE GOVERNMENT - OFFICE OF THE GOVERNOR","559,841","600,000","40,159","40,714"
